Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 5 30, 2024 -- 13: 47: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	mm	N	deg	deg	deg	N	mm	N	deg	deg	deg
 1.3268	-4.1501	-6.7514	 0.2905	 0.2325	-0.2183	 2.1749	-0.0090	-0.4684	-0.0215	 0.0216	-0.0199	42.6457	 0.0000	71.3436	 0.0000	 0.0000	 0.0000	-18.5389	 0.0090	-9.4223	 0.0215	-0.0216	 0.0199
-0.9575	-3.3766	-0.5589	 0.3524	-0.2316	-0.1535	 2.1642	-0.0045	-0.4735	-0.0243	 0.0207	-0.0111	42.3826	 0.0000	70.9045	 0.0000	 0.0000	 0.0000	-16.2348	 0.0045	-15.7999	 0.0243	-0.0207	 0.0111
-1.0976	-3.5705	-3.8059	 0.3638	-0.2482	-0.1530	 2.1570	-0.0027	-0.4907	-0.0289	 0.0175	 0.0045	42.1203	 0.0000	70.4666	 0.0000	 0.0000	 0.0000	-16.0042	 0.0027	-12.4064	 0.0289	-0.0175	-0.0045
-1.1166	-4.0815	-4.8377	 0.4719	-0.1871	-0.1538	 2.1442	-0.0026	-0.5106	-0.0352	 0.0150	-0.0182	41.8589	 0.0000	70.0302	 0.0000	 0.0000	 0.0000	-15.7030	 0.0026	-11.0628	 0.0352	-0.0150	 0.0182
-0.4389	-3.5817	-2.5372	 0.3757	-0.1154	-0.1459	 2.1393	-0.0015	-0.5225	-0.0305	 0.0168	-0.0030	41.5975	 0.0000	69.5938	 0.0000	 0.0000	 0.0000	-16.4092	 0.0015	-13.3980	 0.0305	-0.0168	 0.0030
-0.5934	-4.0803	-3.4815	 0.4107	-0.2240	-0.1485	 2.1323	-0.0081	-0.5401	-0.0427	 0.0236	-0.0073	41.3377	 0.0000	69.1602	 0.0000	 0.0000	 0.0000	-16.1352	 0.0081	-12.2438	 0.0427	-0.0236	 0.0073
-1.3020	-3.6031	-4.6575	 0.3822	-0.2340	-0.1334	 2.1257	-0.0115	-0.5386	-0.0385	 0.0243	 0.0083	41.0780	 0.0000	68.7267	 0.0000	 0.0000	 0.0000	-15.5687	 0.0115	-11.4533	 0.0385	-0.0243	-0.0083
-1.5127	-3.4994	-3.7700	 0.3580	-0.2647	-0.1640	 2.1179	-0.0110	-0.5569	-0.0468	 0.0253	 0.0129	40.8192	 0.0000	68.2946	 0.0000	 0.0000	 0.0000	-15.2293	 0.0110	-12.1412	 0.0468	-0.0253	-0.0129
-0.4672	-3.6245	-2.8162	 0.3966	-0.1474	-0.1625	 2.1164	-0.0143	-0.5688	-0.0421	 0.0115	 0.0206	40.5611	 0.0000	67.8638	 0.0000	 0.0000	 0.0000	-16.3453	 0.0143	-13.1492	 0.0421	-0.0115	-0.0206
-1.3862	-3.9733	-3.6688	 0.4247	-0.2804	-0.1471	 2.1067	-0.0179	-0.5926	-0.0605	 0.0203	 0.0082	40.3033	 0.0000	67.4334	 0.0000	 0.0000	 0.0000	-15.1680	 0.0179	-11.8797	 0.0605	-0.0203	-0.0082
 0.3652	-4.8169	-9.7243	 0.4763	 0.0886	-0.1751	 2.1051	-0.0177	-0.5978	-0.0114	 0.0120	 0.0192	40.0469	 0.0000	67.0054	 0.0000	 0.0000	 0.0000	-17.0966	 0.0177	-6.1030	 0.0114	-0.0120	-0.0192
-1.0488	-3.1268	-4.4836	 0.2946	-0.2378	-0.1503	 2.0964	-0.0147	-0.6199	-0.0038	 0.0268	 0.0034	39.7906	 0.0000	66.5774	 0.0000	 0.0000	 0.0000	-15.4873	 0.0147	-11.0256	 0.0038	-0.0268	-0.0034
-1.4638	-3.2346	-0.4453	 0.3560	-0.3508	-0.1030	 2.0899	-0.0129	-0.6197	 0.0026	 0.0278	 0.0131	39.5354	 0.0000	66.1514	 0.0000	 0.0000	 0.0000	-15.2028	 0.0129	-15.4305	-0.0026	-0.0278	-0.0131
-1.0250	-3.8679	-1.4666	 0.4325	-0.2046	-0.1630	 2.0828	-0.0147	-0.6353	-0.0070	 0.0207	-0.0006	39.2807	 0.0000	65.7262	 0.0000	 0.0000	 0.0000	-15.5277	 0.0147	-14.2787	 0.0070	-0.0207	 0.0006
-1.4347	-3.5584	-2.6837	 0.3739	-0.3652	-0.1514	 2.0803	-0.0102	-0.6446	 0.0093	 0.0220	 0.0132	39.0265	 0.0000	65.3018	 0.0000	 0.0000	 0.0000	-15.2345	 0.0102	-13.2191	-0.0093	-0.0220	-0.0132
-0.5794	-3.9077	-3.6037	 0.3988	-0.0890	-0.1598	 2.0714	-0.0183	-0.6598	 0.0015	 0.0152	 0.0149	38.7735	 0.0000	64.8795	 0.0000	 0.0000	 0.0000	-15.9400	 0.0183	-12.1259	-0.0015	-0.0152	-0.0149
-1.6367	-2.9309	-2.6252	 0.2688	-0.2817	-0.1253	 2.0716	-0.0072	-0.6723	-0.0045	 0.0251	 0.0166	38.5206	 0.0000	64.4572	 0.0000	 0.0000	 0.0000	-15.0185	 0.0072	-13.2192	 0.0045	-0.0251	-0.0166
-1.2882	-4.1561	-2.7646	 0.4346	-0.2241	-0.1623	 2.0699	-0.0134	-0.6835	 0.0244	 0.0179	-0.0019	38.2690	 0.0000	64.0372	 0.0000	 0.0000	 0.0000	-15.4206	 0.0134	-13.1274	-0.0244	-0.0179	 0.0019
 0.0883	-3.6719	-4.6238	 0.3365	 0.0070	-0.1976	 2.0455	-0.0070	-0.6976	 0.0014	 0.0222	 0.0006	38.0178	 0.0000	63.6177	 0.0000	 0.0000	 0.0000	-16.3583	 0.0070	-11.0047	-0.0014	-0.0222	-0.0006
-1.1532	-3.8352	-5.7582	 0.3874	-0.2599	-0.1521	 2.0445	-0.0109	-0.7118	-0.0161	 0.0190	-0.0060	37.7671	 0.0000	63.1993	 0.0000	 0.0000	 0.0000	-15.1505	 0.0109	-9.8389	 0.0161	-0.0190	 0.0060
-0.8116	-3.4745	-2.6886	 0.3451	-0.1818	-0.1631	 2.0447	-0.0044	-0.7321	 0.0293	 0.0242	-0.0121	37.5176	 0.0000	62.7828	 0.0000	 0.0000	 0.0000	-15.5250	 0.0044	-12.7858	-0.0293	-0.0242	 0.0121
-0.8435	-3.6912	-3.6796	 0.4283	-0.2769	-0.1594	 2.0281	-0.0066	-0.7363	 0.0425	 0.0120	 0.0020	37.2681	 0.0000	62.3662	 0.0000	 0.0000	 0.0000	-15.3368	 0.0066	-11.8899	-0.0425	-0.0120	-0.0020
-0.9573	-3.8118	-1.7581	 0.4144	-0.2412	-0.1595	 2.0301	-0.0031	-0.7446	 0.0345	 0.0174	-0.0157	37.0202	 0.0000	61.9523	 0.0000	 0.0000	 0.0000	-15.4049	 0.0031	-14.0176	-0.0345	-0.0174	 0.0157
-2.3153	-3.0326	-0.7450	 0.3805	-0.5311	-0.1087	 2.0322	 0.0035	-0.7583	 0.0173	 0.0215	-0.0344	36.7725	 0.0000	61.5386	 0.0000	 0.0000	 0.0000	-14.1674	-0.0035	-15.0964	-0.0173	-0.0215	 0.0344
 0.9253	-4.1404	-9.0268	 0.3676	 0.1658	-0.1837	 2.0261	 0.0010	-0.7748	 0.0449	 0.0160	-0.0114	36.5255	 0.0000	61.1263	 0.0000	 0.0000	 0.0000	-17.3384	-0.0010	-6.6795	-0.0449	-0.0160	 0.0114
-1.1783	-3.6541	-5.6952	 0.4032	-0.3044	-0.1513	 2.0106	-0.0006	-0.7795	 0.0614	 0.0139	-0.0077	36.2795	 0.0000	60.7156	 0.0000	 0.0000	 0.0000	-15.0934	 0.0006	-10.0957	-0.0614	-0.0139	 0.0077
-0.3732	-3.4578	-4.6485	 0.3073	-0.1118	-0.1482	 2.0054	-0.0041	-0.7899	 0.0318	 0.0210	-0.0324	36.0335	 0.0000	60.3049	 0.0000	 0.0000	 0.0000	-15.8740	 0.0041	-11.1540	-0.0318	-0.0210	 0.0324
 0.6743	-4.7315	-10.9369	 0.3445	 0.1885	-0.2174	 2.0059	 0.0034	-0.8064	 0.0096	 0.0243	-0.0251	35.7893	 0.0000	59.8971	 0.0000	 0.0000	 0.0000	-16.9895	-0.0034	-4.8376	-0.0096	-0.0243	 0.0251
-1.0115	-2.9561	-2.6650	 0.2968	-0.2308	-0.1539	 2.0032	-0.0030	-0.8160	 0.0470	 0.0159	-0.0174	35.5450	 0.0000	59.4893	 0.0000	 0.0000	 0.0000	-15.3709	 0.0030	-13.1933	-0.0470	-0.0159	 0.0174
-0.7896	-3.6631	-3.4707	 0.3755	-0.1852	-0.1852	 1.9898	-0.0047	-0.8260	 0.0549	 0.0163	-0.0249	35.3018	 0.0000	59.0831	 0.0000	 0.0000	 0.0000	-15.4193	 0.0047	-12.3336	-0.0549	-0.0163	 0.0249
-0.9255	-4.2540	-5.5276	 0.4453	-0.2233	-0.1489	 1.9913	-0.0051	-0.8430	 0.0230	 0.0161	-0.0177	35.0593	 0.0000	58.6783	 0.0000	 0.0000	 0.0000	-15.3419	 0.0051	-10.2023	-0.0230	-0.0161	 0.0177
-0.0402	-4.1303	-2.4578	 0.4808	-0.0596	-0.1620	 1.9830	-0.0058	-0.8555	 0.0120	 0.0115	-0.0155	34.8171	 0.0000	58.2738	 0.0000	 0.0000	 0.0000	-16.1326	 0.0058	-13.2150	-0.0120	-0.0115	 0.0155
-1.1331	-3.7986	-2.5730	 0.3962	-0.2922	-0.1253	 1.9804	-0.0042	-0.8637	 0.0322	 0.0099	-0.0234	34.5764	 0.0000	57.8719	 0.0000	 0.0000	 0.0000	-15.1244	 0.0042	-13.2485	-0.0322	-0.0099	 0.0234
-1.2473	-3.2208	 0.5367	 0.4019	-0.2764	-0.1091	 1.9657	-0.0118	-0.8824	 0.0036	 0.0111	-0.0289	34.3357	 0.0000	57.4700	 0.0000	 0.0000	 0.0000	-14.6764	 0.0118	-15.9926	-0.0036	-0.0111	 0.0289
-1.5420	-3.4066	-2.6597	 0.4276	-0.3555	-0.1198	 1.9621	-0.0129	-0.8875	 0.0291	 0.0123	-0.0278	34.0962	 0.0000	57.0701	 0.0000	 0.0000	 0.0000	-14.4901	 0.0129	-13.0099	-0.0291	-0.0123	 0.0278
-0.4224	-3.3638	-3.7030	 0.3124	-0.1568	-0.1616	 1.9664	-0.0141	-0.8968	 0.0203	 0.0152	-0.0107	33.8573	 0.0000	56.6712	 0.0000	 0.0000	 0.0000	-15.8360	 0.0141	-12.1485	-0.0203	-0.0152	 0.0107
-0.4526	-3.3243	-3.8173	 0.3276	-0.1679	-0.1463	 1.9575	-0.0147	-0.9191	 0.0431	 0.0201	-0.0087	33.6188	 0.0000	56.2729	 0.0000	 0.0000	 0.0000	-15.5917	 0.0147	-11.6944	-0.0431	-0.0201	 0.0087
-1.3821	-4.2889	-4.6628	 0.4489	-0.3191	-0.1634	 1.9548	-0.0135	-0.9214	 0.0301	 0.0185	-0.0130	33.3817	 0.0000	55.8770	 0.0000	 0.0000	 0.0000	-14.8047	 0.0135	-11.1462	-0.0301	-0.0185	 0.0130
 0.8624	-5.1861	-7.9979	 0.4795	 0.2247	-0.2236	 1.9479	-0.0245	-0.9371	 0.0132	 0.0147	-0.0077	33.1446	 0.0000	55.4811	 0.0000	 0.0000	 0.0000	-16.9192	 0.0245	-7.6180	-0.0132	-0.0147	 0.0077
-1.5580	-3.3205	-1.5262	 0.3791	-0.3440	-0.1487	 1.9415	-0.0315	-0.9450	 0.0102	 0.0193	-0.0066	32.9089	 0.0000	55.0875	 0.0000	 0.0000	 0.0000	-14.4907	 0.0315	-14.1418	-0.0102	-0.0193	 0.0066
-0.6581	-3.5394	-4.6437	 0.3959	-0.1328	-0.1545	 1.9367	-0.0181	-0.9568	 0.0238	 0.0199	-0.0087	32.6736	 0.0000	54.6946	 0.0000	 0.0000	 0.0000	-15.4066	 0.0181	-11.0976	-0.0238	-0.0199	 0.0087
-0.4099	-3.5667	-4.5421	 0.3064	-0.1068	-0.1478	 1.9251	-0.0071	-0.9715	-0.0106	 0.0235	-0.0145	32.4389	 0.0000	54.3027	 0.0000	 0.0000	 0.0000	-15.4679	 0.0071	-11.0752	 0.0106	-0.0235	 0.0145
-0.9137	-3.8534	-3.6570	 0.3741	-0.1876	-0.1380	 1.9234	-0.0196	-0.9813	-0.0200	 0.0188	-0.0119	32.2054	 0.0000	53.9128	 0.0000	 0.0000	 0.0000	-15.0103	 0.0196	-11.9888	 0.0200	-0.0188	 0.0119
 0.0536	-3.8891	-3.4569	 0.3798	-0.0917	-0.1749	 1.9183	-0.0113	-0.9888	-0.0118	 0.0096	 0.0072	31.9719	 0.0000	53.5229	 0.0000	 0.0000	 0.0000	-16.0376	 0.0113	-12.3578	 0.0118	-0.0096	-0.0072
-1.0689	-3.7202	-2.4148	 0.3821	-0.2707	-0.1553	 1.9048	-0.0156	-1.0056	-0.0415	 0.0207	-0.0048	31.7401	 0.0000	53.1357	 0.0000	 0.0000	 0.0000	-14.6325	 0.0156	-13.1074	 0.0415	-0.0207	 0.0048
-1.6682	-3.3930	-6.5611	 0.3948	-0.3304	-0.1235	 1.9044	-0.0144	-1.0134	-0.0224	 0.0140	-0.0070	31.5084	 0.0000	52.7488	 0.0000	 0.0000	 0.0000	-14.1605	 0.0144	-9.1390	 0.0224	-0.0140	 0.0070
-1.3155	-3.2490	-2.5488	 0.3372	-0.2376	-0.1586	 1.8939	-0.0107	-1.0263	-0.0359	 0.0153	-0.0187	31.2776	 0.0000	52.3633	 0.0000	 0.0000	 0.0000	-14.3535	 0.0107	-13.0527	 0.0359	-0.0153	 0.0187
-0.8124	-4.0407	-2.8661	 0.5057	-0.2127	-0.1494	 1.8896	-0.0152	-1.0413	-0.0377	 0.0174	-0.0135	31.0477	 0.0000	51.9795	 0.0000	 0.0000	 0.0000	-14.8048	 0.0152	-12.6236	 0.0377	-0.0174	 0.0135
-1.5691	-4.2104	-2.6048	 0.4519	-0.3332	-0.1555	 1.8709	-0.0079	-1.0471	-0.0197	 0.0158	-0.0159	30.8179	 0.0000	51.5957	 0.0000	 0.0000	 0.0000	-13.8304	 0.0079	-12.9157	 0.0197	-0.0158	 0.0159
-1.4721	-3.5091	-3.7664	 0.3623	-0.3140	-0.1414	 1.8656	-0.0121	-1.0642	-0.0312	 0.0124	-0.0098	30.5899	 0.0000	51.2149	 0.0000	 0.0000	 0.0000	-13.8200	 0.0121	-11.5689	 0.0312	-0.0124	 0.0098
-0.5317	-3.9073	-2.5609	 0.4478	-0.1415	-0.1463	 1.8594	-0.0065	-1.0678	-0.0446	 0.0143	-0.0078	30.3619	 0.0000	50.8342	 0.0000	 0.0000	 0.0000	-14.8245	 0.0065	-13.0025	 0.0446	-0.0143	 0.0078
-1.6808	-3.8760	-3.6090	 0.3975	-0.2655	-0.1575	 1.8598	-0.0068	-1.0785	-0.0279	 0.0182	-0.0065	30.1350	 0.0000	50.4552	 0.0000	 0.0000	 0.0000	-13.7842	 0.0068	-12.0427	 0.0279	-0.0182	 0.0065
-0.8925	-3.5670	-4.8878	 0.3824	-0.1948	-0.1528	 1.8467	-0.0019	-1.0895	-0.0455	 0.0168	-0.0092	29.9088	 0.0000	50.0775	 0.0000	 0.0000	 0.0000	-14.3867	 0.0019	-10.6911	 0.0455	-0.0168	 0.0092
-0.7512	-4.2488	-2.6034	 0.4649	-0.1924	-0.1600	 1.8366	 0.0028	-1.1119	-0.0614	 0.0205	-0.0139	29.6829	 0.0000	49.7002	 0.0000	 0.0000	 0.0000	-14.2633	-0.0028	-12.6206	 0.0614	-0.0205	 0.0139
 1.3747	-4.9237	-11.8289	 0.4293	 0.2789	-0.2007	 1.8298	 0.0045	-1.1119	-0.0342	 0.0064	-0.0086	29.4586	 0.0000	49.3256	 0.0000	 0.0000	 0.0000	-16.4794	-0.0045	-3.7071	 0.0342	-0.0064	 0.0086
 1.4006	-3.8056	-9.7270	 0.2647	 0.2548	-0.1963	 1.8312	-0.0023	-1.1228	-0.0376	 0.0127	-0.0127	29.2343	 0.0000	48.9510	 0.0000	 0.0000	 0.0000	-16.6071	 0.0023	-5.8599	 0.0376	-0.0127	 0.0127
-0.7162	-3.4585	-3.4359	 0.3657	-0.2236	-0.1557	 1.8183	 0.0038	-1.1361	-0.0149	 0.0102	-0.0009	29.0113	 0.0000	48.5785	 0.0000	 0.0000	 0.0000	-14.3050	-0.0038	-12.0371	 0.0149	-0.0102	 0.0009
-1.1645	-3.4531	-2.4369	 0.3668	-0.2717	-0.1295	 1.8129	 0.0044	-1.1487	-0.0308	 0.0257	-0.0127	28.7889	 0.0000	48.2070	 0.0000	 0.0000	 0.0000	-13.8067	-0.0044	-12.9813	 0.0308	-0.0257	 0.0127
-1.1010	-3.4528	-4.4882	 0.3766	-0.2176	-0.1485	 1.8080	 0.0010	-1.1546	-0.0182	 0.0155	-0.0059	28.5669	 0.0000	47.8362	 0.0000	 0.0000	 0.0000	-13.9109	-0.0010	-11.0670	 0.0182	-0.0155	 0.0059
-0.8596	-4.0926	-2.3674	 0.4136	-0.1564	-0.1598	 1.7988	 0.0038	-1.1639	 0.0065	 0.0137	 0.0090	28.3463	 0.0000	47.4679	 0.0000	 0.0000	 0.0000	-14.0895	-0.0038	-13.2110	-0.0065	-0.0137	-0.0090
-1.2959	-3.4523	-1.6991	 0.3237	-0.2628	-0.1201	 1.7924	-0.0047	-1.1823	-0.0052	 0.0216	 0.0023	28.1258	 0.0000	47.0995	 0.0000	 0.0000	 0.0000	-13.4867	 0.0047	-13.6056	 0.0052	-0.0216	-0.0023
-1.4166	-3.7907	-2.6066	 0.3566	-0.2639	-0.1565	 1.7929	-0.0077	-1.1929	-0.0213	 0.0100	 0.0009	27.9067	 0.0000	46.7336	 0.0000	 0.0000	 0.0000	-13.4395	 0.0077	-12.7618	 0.0213	-0.0100	-0.0009
-0.3075	-4.2696	-4.7127	 0.4410	-0.1531	-0.1498	 1.7861	-0.0054	-1.2109	 0.0031	 0.0116	-0.0032	27.6880	 0.0000	46.3684	 0.0000	 0.0000	 0.0000	-14.4093	 0.0054	-10.4617	-0.0031	-0.0116	 0.0032
-0.5898	-4.1549	-2.4908	 0.4487	-0.1068	-0.1721	 1.7766	-0.0097	-1.2166	-0.0041	 0.0171	 0.0013	27.4700	 0.0000	46.0042	 0.0000	 0.0000	 0.0000	-14.0735	 0.0097	-12.7432	 0.0041	-0.0171	-0.0013
-1.0333	-3.3051	-2.5233	 0.3742	-0.2518	-0.1372	 1.7740	-0.0150	-1.2172	-0.0297	 0.0124	 0.0107	27.2533	 0.0000	45.6421	 0.0000	 0.0000	 0.0000	-13.7705	 0.0150	-12.9922	 0.0297	-0.0124	-0.0107
-0.8118	-3.7979	-5.3648	 0.4149	-0.2552	-0.1335	 1.7617	-0.0143	-1.2350	 0.0061	 0.0097	 0.0005	27.0365	 0.0000	45.2800	 0.0000	 0.0000	 0.0000	-13.7334	 0.0143	-9.8824	-0.0061	-0.0097	-0.0005
-0.6871	-3.2225	-4.2573	 0.3058	-0.2225	-0.1430	 1.7668	-0.0137	-1.2462	 0.0039	 0.0128	 0.0032	26.8214	 0.0000	44.9208	 0.0000	 0.0000	 0.0000	-14.0384	 0.0137	-11.1111	-0.0039	-0.0128	-0.0032
-0.9257	-3.5968	-3.3739	 0.3338	-0.2280	-0.1176	 1.7707	-0.0161	-1.2643	 0.0121	 0.0139	-0.0041	26.6065	 0.0000	44.5619	 0.0000	 0.0000	 0.0000	-13.8560	 0.0161	-11.8983	-0.0121	-0.0139	 0.0041
-0.7108	-3.1982	-1.3529	 0.3315	-0.2004	-0.1590	 1.7552	-0.0228	-1.2810	 0.0313	 0.0102	 0.0059	26.3925	 0.0000	44.2044	 0.0000	 0.0000	 0.0000	-13.7524	 0.0228	-13.5999	-0.0313	-0.0102	-0.0059
-0.5384	-3.6368	-5.3316	 0.3767	-0.1678	-0.1525	 1.7508	-0.0142	-1.2738	 0.0419	 0.0114	 0.0150	26.1795	 0.0000	43.8487	 0.0000	 0.0000	 0.0000	-14.1695	 0.0142	-10.1673	-0.0419	-0.0114	-0.0150
-0.7864	-4.3359	-1.6989	 0.4730	-0.2185	-0.1519	 1.7407	-0.0140	-1.2943	 0.0396	 0.0134	 0.0033	25.9666	 0.0000	43.4930	 0.0000	 0.0000	 0.0000	-13.6563	 0.0140	-13.4665	-0.0396	-0.0134	-0.0033
-0.1633	-3.9326	-5.7612	 0.4282	-0.0564	-0.1901	 1.7488	-0.0134	-1.3024	 0.0398	 0.0118	 0.0129	25.7555	 0.0000	43.1404	 0.0000	 0.0000	 0.0000	-14.5604	 0.0134	-9.6487	-0.0398	-0.0118	-0.0129
-0.8162	-4.1936	-3.8027	 0.4037	-0.1869	-0.1245	 1.7458	-0.0195	-1.3176	 0.0563	 0.0072	 0.0163	25.5445	 0.0000	42.7878	 0.0000	 0.0000	 0.0000	-13.8548	 0.0195	-11.4875	-0.0563	-0.0072	-0.0163
-0.0565	-4.2049	-4.7759	 0.4012	-0.0516	-0.1702	 1.7337	-0.0107	-1.3324	 0.0582	 0.0206	-0.0002	25.3345	 0.0000	42.4371	 0.0000	 0.0000	 0.0000	-14.4024	 0.0107	-10.3490	-0.0582	-0.0206	 0.0002
-2.1986	-3.5021	 0.6726	 0.4376	-0.4365	-0.1283	 1.7395	-0.0202	-1.3320	 0.0866	 0.0031	-0.0023	25.1254	 0.0000	42.0877	 0.0000	 0.0000	 0.0000	-12.5687	 0.0202	-16.1953	-0.0866	-0.0031	 0.0023
-1.0428	-3.9921	-4.6784	 0.3429	-0.1629	-0.1636	 1.7337	-0.0206	-1.3496	 0.0421	 0.0098	-0.0122	24.9165	 0.0000	41.7388	 0.0000	 0.0000	 0.0000	-13.5698	 0.0206	-10.6244	-0.0421	-0.0098	 0.0122
-1.2816	-3.4730	-1.5804	 0.3397	-0.2732	-0.1779	 1.7202	-0.0045	-1.3628	 0.0374	 0.0132	-0.0093	24.7093	 0.0000	41.3926	 0.0000	 0.0000	 0.0000	-13.1268	 0.0045	-13.6229	-0.0374	-0.0132	 0.0093
-0.4501	-3.9509	-2.6589	 0.4074	-0.1285	-0.1762	 1.7076	-0.0072	-1.3701	 0.0508	 0.0028	-0.0215	24.5021	 0.0000	41.0464	 0.0000	 0.0000	 0.0000	-13.7972	 0.0072	-12.5194	-0.0508	-0.0028	 0.0215
-0.6837	-3.2575	-3.5608	 0.3313	-0.1125	-0.1637	 1.7113	-0.0051	-1.3828	 0.0314	 0.0163	-0.0184	24.2962	 0.0000	40.7025	 0.0000	 0.0000	 0.0000	-13.6906	 0.0051	-11.6726	-0.0314	-0.0163	 0.0184
-0.9652	-4.2012	-5.7284	 0.4516	-0.1754	-0.1808	 1.7017	-0.0074	-1.4026	 0.0057	 0.0047	-0.0187	24.0909	 0.0000	40.3596	 0.0000	 0.0000	 0.0000	-13.1400	 0.0074	-9.1763	-0.0057	-0.0047	 0.0187
-0.1318	-3.6155	-2.5943	 0.3634	-0.1768	-0.1497	 1.6941	-0.0033	-1.4089	 0.0421	 0.0129	-0.0265	23.8861	 0.0000	40.0174	 0.0000	 0.0000	 0.0000	-13.9644	 0.0033	-12.4165	-0.0421	-0.0129	 0.0265
 0.0409	-4.3818	-3.6925	 0.4376	 0.0136	-0.1833	 1.6933	-0.0117	-1.4208	 0.0493	 0.0161	-0.0154	23.6828	 0.0000	39.6777	 0.0000	 0.0000	 0.0000	-14.1653	 0.0117	-11.2888	-0.0493	-0.0161	 0.0154
-0.5086	-4.3001	-4.8011	 0.4882	-0.1225	-0.1493	 1.6966	-0.0057	-1.4306	 0.0152	 0.0118	-0.0168	23.4795	 0.0000	39.3381	 0.0000	 0.0000	 0.0000	-13.7541	 0.0057	-10.3248	-0.0152	-0.0118	 0.0168
-0.4267	-3.9751	-4.5504	 0.4075	-0.1337	-0.1642	 1.6862	-0.0025	-1.4326	 0.0173	 0.0104	-0.0122	23.2777	 0.0000	39.0010	 0.0000	 0.0000	 0.0000	-13.8104	 0.0025	-10.7416	-0.0173	-0.0104	 0.0122
-0.8920	-3.7481	-2.4163	 0.3948	-0.2169	-0.1258	 1.6856	 0.0007	-1.4484	 0.0148	 0.0144	-0.0152	23.0763	 0.0000	38.6645	 0.0000	 0.0000	 0.0000	-13.3347	-0.0007	-12.8002	-0.0148	-0.0144	 0.0152
-0.9391	-3.6365	-2.4686	 0.4388	-0.1925	-0.1774	 1.6772	-0.0032	-1.4609	 0.0155	 0.0079	-0.0296	22.8757	 0.0000	38.3293	 0.0000	 0.0000	 0.0000	-13.1321	 0.0032	-12.6189	-0.0155	-0.0079	 0.0296
-0.9983	-3.8238	-3.7386	 0.4001	-0.1981	-0.1606	 1.6744	-0.0039	-1.4786	 0.0312	-0.0005	-0.0324	22.6762	 0.0000	37.9961	 0.0000	 0.0000	 0.0000	-12.9824	 0.0039	-11.1816	-0.0312	 0.0005	 0.0324
-1.4176	-2.9404	-0.5921	 0.3318	-0.3832	-0.1270	 1.6707	-0.0067	-1.4912	-0.0109	 0.0045	-0.0204	22.4768	 0.0000	37.6629	 0.0000	 0.0000	 0.0000	-12.5147	 0.0067	-14.2537	 0.0109	-0.0045	 0.0204
-1.1505	-4.1912	-2.5848	 0.4320	-0.2468	-0.1600	 1.6635	-0.0077	-1.4954	-0.0017	 0.0152	-0.0158	22.2792	 0.0000	37.3327	 0.0000	 0.0000	 0.0000	-12.7921	 0.0077	-12.3824	 0.0017	-0.0152	 0.0158
-1.4088	-4.1681	-2.2758	 0.4555	-0.2492	-0.1515	 1.6594	-0.0150	-1.4976	-0.0173	 0.0032	-0.0146	22.0818	 0.0000	37.0028	 0.0000	 0.0000	 0.0000	-12.5937	 0.0150	-12.8705	 0.0173	-0.0032	 0.0146
-0.6751	-3.7802	-2.6751	 0.3764	-0.1759	-0.1778	 1.6486	-0.0048	-1.5170	-0.0212	 0.0086	-0.0279	21.8853	 0.0000	36.6745	 0.0000	 0.0000	 0.0000	-13.0633	 0.0048	-12.1937	 0.0212	-0.0086	 0.0279
-0.5786	-3.0644	-2.6496	 0.2994	-0.1646	-0.1543	 1.6513	 0.0021	-1.5355	-0.0222	 0.0065	-0.0201	21.6898	 0.0000	36.3479	 0.0000	 0.0000	 0.0000	-13.1842	-0.0021	-12.1360	 0.0222	-0.0065	 0.0201
 0.0465	-4.7063	-7.8482	 0.4099	 0.0428	-0.1761	 1.6422	-0.0134	-1.5339	-0.0332	 0.0021	-0.0068	21.4944	 0.0000	36.0214	 0.0000	 0.0000	 0.0000	-13.8183	 0.0134	-7.1071	 0.0332	-0.0021	 0.0068
-0.8870	-4.3757	-3.6667	 0.4542	-0.2338	-0.1566	 1.6447	-0.0147	-1.5390	-0.0347	 0.0093	 0.0018	21.3009	 0.0000	35.6981	 0.0000	 0.0000	 0.0000	-13.0701	 0.0147	-11.5053	 0.0347	-0.0093	-0.0018
-0.2124	-3.7641	-3.5575	 0.3701	-0.1156	-0.1747	 1.6364	-0.0167	-1.5620	-0.0353	-0.0029	-0.0096	21.1074	 0.0000	35.3748	 0.0000	 0.0000	 0.0000	-13.4468	 0.0167	-11.2139	 0.0353	 0.0029	 0.0096
-1.1269	-3.3396	-2.5080	 0.2900	-0.2622	-0.1485	 1.6315	-0.0204	-1.5681	-0.0334	 0.0038	-0.0081	20.9151	 0.0000	35.0534	 0.0000	 0.0000	 0.0000	-12.5460	 0.0204	-12.3431	 0.0334	-0.0038	 0.0081
