Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 5 30, 2024 -- 13: 47: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	mm	N	deg	deg	deg	N	mm	N	deg	deg	deg
-1.0302	-3.7347	-3.4072	 0.3913	-0.2500	-0.1690	 1.4788	 0.0205	-0.9489	-0.0088	 0.0173	-0.0042	45.8999	 0.0000	76.2229	 0.0000	 0.0000	 0.0000	 7.3556	-0.0205	14.4544	 0.0088	-0.0173	 0.0042
-1.3502	-3.9195	-0.5325	 0.4618	-0.2530	-0.1466	 1.4824	 0.0174	-0.9358	 0.0076	 0.0061	-0.0042	46.1720	 0.0000	76.6756	 0.0000	 0.0000	 0.0000	 7.7223	-0.0174	11.6162	-0.0076	-0.0061	 0.0042
-1.1373	-4.2760	-3.5684	 0.4336	-0.2738	-0.1406	 1.4911	 0.0272	-0.9250	-0.0151	 0.0123	-0.0092	46.4440	 0.0000	77.1284	 0.0000	 0.0000	 0.0000	 7.4707	-0.0272	14.6455	 0.0151	-0.0123	 0.0092
-1.2326	-3.5100	-1.3141	 0.3791	-0.2966	-0.1477	 1.4898	 0.0248	-0.9010	 0.0192	 0.0069	 0.0040	46.7174	 0.0000	77.5833	 0.0000	 0.0000	 0.0000	 7.5549	-0.0248	12.1617	-0.0192	-0.0069	-0.0040
-0.3230	-3.6904	-4.5732	 0.3310	-0.0896	-0.1432	 1.4916	 0.0185	-0.8989	 0.0063	 0.0166	 0.0008	46.9910	 0.0000	78.0387	 0.0000	 0.0000	 0.0000	 6.8673	-0.0185	15.8374	-0.0063	-0.0166	-0.0008
-0.3429	-3.1460	-4.3996	 0.2803	-0.1744	-0.1639	 1.4944	 0.0164	-0.8835	 0.0371	 0.0127	-0.0041	47.2653	 0.0000	78.4952	 0.0000	 0.0000	 0.0000	 6.9177	-0.0164	15.6397	-0.0371	-0.0127	 0.0041
-0.8310	-4.4810	-0.6001	 0.4535	-0.1787	-0.1673	 1.4968	 0.0172	-0.8682	 0.0275	 0.0178	 0.0074	47.5405	 0.0000	78.9532	 0.0000	 0.0000	 0.0000	 7.4364	-0.0172	11.8223	-0.0275	-0.0178	-0.0074
-0.6897	-4.0324	-3.7167	 0.3640	-0.1789	-0.1383	 1.5015	 0.0080	-0.8591	 0.0271	 0.0102	 0.0161	47.8157	 0.0000	79.4113	 0.0000	 0.0000	 0.0000	 7.3809	-0.0080	15.1202	-0.0271	-0.0102	-0.0161
-0.5409	-3.8122	-4.5447	 0.3944	-0.1737	-0.1431	 1.5039	 0.0108	-0.8368	 0.0637	 0.0106	 0.0289	48.0925	 0.0000	79.8718	 0.0000	 0.0000	 0.0000	 7.1613	-0.0108	15.6955	-0.0637	-0.0106	-0.0289
-1.1719	-3.5859	-1.3962	 0.3581	-0.2256	-0.1178	 1.5075	 0.0111	-0.8265	 0.0537	 0.0116	 0.0171	48.3693	 0.0000	80.3325	 0.0000	 0.0000	 0.0000	 7.8837	-0.0111	12.6679	-0.0537	-0.0116	-0.0171
-0.5972	-3.8262	-2.4675	 0.3911	-0.1562	-0.1578	 1.5141	 0.0142	-0.8086	 0.0642	 0.0026	 0.0133	48.6469	 0.0000	80.7945	 0.0000	 0.0000	 0.0000	 7.2407	-0.0142	13.5750	-0.0642	-0.0026	-0.0133
-0.8820	-2.8777	-1.4420	 0.3034	-0.2604	-0.1332	 1.5171	 0.0126	-0.7960	 0.0487	 0.0057	 0.0126	48.9252	 0.0000	81.2578	 0.0000	 0.0000	 0.0000	 7.5984	-0.0126	12.6236	-0.0487	-0.0057	-0.0126
 0.2663	-3.9669	-4.7717	 0.4419	-0.0767	-0.1584	 1.5111	 0.0123	-0.7898	 0.0277	 0.0150	 0.0084	49.2037	 0.0000	81.7213	 0.0000	 0.0000	 0.0000	 6.7759	-0.0123	16.3212	-0.0277	-0.0150	-0.0084
-1.2828	-3.7745	-4.5708	 0.3767	-0.2633	-0.1633	 1.5163	 0.0079	-0.7648	 0.0119	 0.0101	 0.0034	49.4836	 0.0000	82.1872	 0.0000	 0.0000	 0.0000	 8.2200	-0.0079	15.8169	-0.0119	-0.0101	-0.0034
-0.7395	-3.5455	-2.6940	 0.3833	-0.1680	-0.1894	 1.5201	 0.0136	-0.7531	 0.0373	 0.0089	 0.0134	49.7635	 0.0000	82.6531	 0.0000	 0.0000	 0.0000	 7.7156	-0.0136	13.9732	-0.0373	-0.0089	-0.0134
-0.5304	-3.9012	-3.6350	 0.4424	-0.1764	-0.1503	 1.5127	 0.0201	-0.7459	 0.0212	 0.0107	 0.0187	50.0444	 0.0000	83.1206	 0.0000	 0.0000	 0.0000	 7.8360	-0.0201	15.2290	-0.0212	-0.0107	-0.0187
-0.8210	-3.6935	-2.5303	 0.3384	-0.1559	-0.1499	 1.5149	 0.0221	-0.7258	 0.0570	 0.0055	 0.0188	50.3259	 0.0000	83.5891	 0.0000	 0.0000	 0.0000	 8.1105	-0.0221	13.9463	-0.0570	-0.0055	-0.0188
-0.6947	-4.1525	-3.5940	 0.3737	-0.1333	-0.1793	 1.5195	 0.0247	-0.7176	 0.0138	 0.0037	 0.0081	50.6076	 0.0000	84.0580	 0.0000	 0.0000	 0.0000	 8.0980	-0.0247	15.1848	-0.0138	-0.0037	-0.0081
-0.1827	-3.5537	-4.9626	 0.3650	-0.0959	-0.1648	 1.5179	 0.0199	-0.7035	 0.0222	 0.0292	-0.0030	50.8907	 0.0000	84.5290	 0.0000	 0.0000	 0.0000	 7.7249	-0.0199	16.6608	-0.0222	-0.0292	 0.0030
-0.7957	-4.0950	-3.7336	 0.4760	-0.2342	-0.1511	 1.5243	 0.0215	-0.6784	 0.0248	 0.0109	-0.0006	51.1737	 0.0000	85.0001	 0.0000	 0.0000	 0.0000	 8.2012	-0.0215	15.0627	-0.0248	-0.0109	 0.0006
-0.7515	-3.7980	-4.8298	 0.3698	-0.1978	-0.1608	 1.5180	 0.0221	-0.6709	 0.0178	 0.0023	 0.0125	51.4578	 0.0000	85.4730	 0.0000	 0.0000	 0.0000	 8.4752	-0.0221	16.4771	-0.0178	-0.0023	-0.0125
 0.8709	-4.7085	-8.7759	 0.3934	 0.2325	-0.2399	 1.5183	 0.0266	-0.6533	 0.0040	 0.0064	 0.0188	51.7423	 0.0000	85.9466	 0.0000	 0.0000	 0.0000	 6.9101	-0.0266	20.3488	-0.0040	-0.0064	-0.0188
-0.7575	-3.5126	-3.5311	 0.3804	-0.1963	-0.1461	 1.5343	 0.0248	-0.6400	 0.0356	-0.0006	 0.0214	52.0273	 0.0000	86.4209	 0.0000	 0.0000	 0.0000	 8.3422	-0.0248	14.9844	-0.0356	 0.0006	-0.0214
-2.0172	-3.0704	-2.5565	 0.3747	-0.4918	-0.1315	 1.5318	 0.0221	-0.6229	 0.0290	 0.0028	 0.0211	52.3133	 0.0000	86.8970	 0.0000	 0.0000	 0.0000	 9.7375	-0.0221	14.0217	-0.0290	-0.0028	-0.0211
-0.7738	-3.8053	-6.6647	 0.3498	-0.1040	-0.1682	 1.5425	 0.0386	-0.6124	 0.0111	 0.0076	-0.0081	52.5994	 0.0000	87.3731	 0.0000	 0.0000	 0.0000	 8.4427	-0.0386	18.0918	-0.0111	-0.0076	 0.0081
-0.8746	-3.7756	-2.4436	 0.3753	-0.2798	-0.1449	 1.5376	 0.0317	-0.5886	 0.0107	 0.0046	 0.0131	52.8867	 0.0000	87.8513	 0.0000	 0.0000	 0.0000	 8.6419	-0.0317	13.7226	-0.0107	-0.0046	-0.0131
 0.5226	-5.0179	-6.5378	 0.4843	 0.1567	-0.2056	 1.5367	 0.0323	-0.5880	-0.0056	 0.0037	-0.0091	53.1742	 0.0000	88.3299	 0.0000	 0.0000	 0.0000	 7.5677	-0.0323	18.2979	 0.0056	-0.0037	 0.0091
 0.4826	-4.4834	-4.7767	 0.4502	 0.0665	-0.2032	 1.5356	 0.0336	-0.5644	 0.0014	-0.0046	 0.0191	53.4624	 0.0000	88.8096	 0.0000	 0.0000	 0.0000	 7.6161	-0.0336	16.2965	-0.0014	 0.0046	-0.0191
-0.2492	-2.8757	-3.6113	 0.3023	-0.1202	-0.1576	 1.5479	 0.0270	-0.5612	-0.0228	 0.0004	 0.0044	53.7514	 0.0000	89.2907	 0.0000	 0.0000	 0.0000	 8.3810	-0.0270	15.4216	 0.0228	-0.0004	-0.0044
-2.2421	-3.4321	 0.6470	 0.3883	-0.5076	-0.1261	 1.5569	 0.0356	-0.5341	-0.0227	-0.0073	 0.0181	54.0405	 0.0000	89.7718	 0.0000	 0.0000	 0.0000	10.1440	-0.0356	10.6666	 0.0227	 0.0073	-0.0181
-1.0034	-3.9437	-3.3758	 0.3591	-0.2249	-0.1655	 1.5576	 0.0170	-0.5295	-0.0146	 0.0129	 0.0035	54.3309	 0.0000	90.2553	 0.0000	 0.0000	 0.0000	 9.1497	-0.0170	15.1376	 0.0146	-0.0129	-0.0035
-0.8851	-4.0914	-4.3059	 0.4172	-0.1477	-0.1694	 1.5645	 0.0197	-0.5180	-0.0118	 0.0020	 0.0030	54.6214	 0.0000	90.7389	 0.0000	 0.0000	 0.0000	 9.0523	-0.0197	16.1019	 0.0118	-0.0020	-0.0030
-1.5024	-4.1621	-3.4949	 0.4267	-0.2923	-0.1645	 1.5650	 0.0204	-0.5001	-0.0361	 0.0024	 0.0101	54.9127	 0.0000	91.2237	 0.0000	 0.0000	 0.0000	 9.7411	-0.0204	15.2303	 0.0361	-0.0024	-0.0101
-1.0293	-3.7027	-2.5064	 0.4179	-0.2445	-0.1395	 1.5716	 0.0217	-0.4803	-0.0102	 0.0059	 0.0002	55.2047	 0.0000	91.7097	 0.0000	 0.0000	 0.0000	 9.1897	-0.0217	14.0375	 0.0102	-0.0059	-0.0002
-2.8115	-2.5426	 5.8552	 0.3143	-0.5913	-0.0893	 1.5803	 0.0123	-0.4667	-0.0342	-0.0038	 0.0224	55.4968	 0.0000	92.1960	 0.0000	 0.0000	 0.0000	10.9426	-0.0123	 5.6966	 0.0342	 0.0038	-0.0224
-0.7031	-4.0579	-4.5064	 0.3674	-0.1825	-0.1616	 1.5887	 0.0241	-0.4560	-0.0320	-0.0033	 0.0350	55.7902	 0.0000	92.6844	 0.0000	 0.0000	 0.0000	 8.8022	-0.0241	16.0542	 0.0320	 0.0033	-0.0350
-0.3949	-3.3898	-2.6194	 0.3632	-0.1353	-0.1597	 1.5933	 0.0222	-0.4447	-0.0385	-0.0046	 0.0150	56.0837	 0.0000	93.1729	 0.0000	 0.0000	 0.0000	 8.5845	-0.0222	14.2736	 0.0385	 0.0046	-0.0150
-1.7048	-2.8672	-1.5081	 0.3633	-0.3700	-0.1088	 1.5874	 0.0070	-0.4251	-0.0347	-0.0118	 0.0311	56.3780	 0.0000	93.6629	 0.0000	 0.0000	 0.0000	10.0947	-0.0070	13.1985	 0.0347	 0.0118	-0.0311
-0.7254	-4.1257	-3.3565	 0.3968	-0.1835	-0.1624	 1.6045	 0.0126	-0.4142	-0.0348	-0.0050	 0.0182	56.6729	 0.0000	94.1538	 0.0000	 0.0000	 0.0000	 8.9334	-0.0126	14.9797	 0.0348	 0.0050	-0.0182
-1.3751	-3.9799	-4.5733	 0.4395	-0.3004	-0.1516	 1.6081	 0.0089	-0.3930	-0.0453	-0.0091	-0.0038	56.9681	 0.0000	94.6451	 0.0000	 0.0000	 0.0000	 9.5899	-0.0089	16.0254	 0.0453	 0.0091	 0.0038
-0.6816	-4.5830	-5.4143	 0.4442	-0.1184	-0.1634	 1.6005	 0.0079	-0.3879	-0.0405	-0.0109	 0.0116	57.2644	 0.0000	95.1384	 0.0000	 0.0000	 0.0000	 9.2751	-0.0079	17.2907	 0.0405	 0.0109	-0.0116
-0.8693	-3.8416	-3.5395	 0.3820	-0.1627	-0.1650	 1.6142	 0.0191	-0.3718	-0.0293	-0.0106	 0.0088	57.5608	 0.0000	95.6317	 0.0000	 0.0000	 0.0000	 9.2759	-0.0191	15.1914	 0.0293	 0.0106	-0.0088
-0.7855	-4.0687	-3.6601	 0.3873	-0.2490	-0.1615	 1.6157	 0.0100	-0.3551	-0.0450	-0.0111	-0.0023	57.8582	 0.0000	96.1268	 0.0000	 0.0000	 0.0000	 9.2948	-0.0100	15.3344	 0.0450	 0.0111	 0.0023
-0.6535	-3.0067	-0.3196	 0.3178	-0.2600	-0.1146	 1.6158	 0.0140	-0.3340	-0.0212	-0.0159	 0.0054	58.1559	 0.0000	96.6224	 0.0000	 0.0000	 0.0000	 9.1969	-0.0140	11.8051	 0.0212	 0.0159	-0.0054
-1.1598	-3.6167	-2.6097	 0.4301	-0.2718	-0.1375	 1.6293	 0.0130	-0.3152	-0.0410	-0.0207	 0.0206	58.4541	 0.0000	97.1188	 0.0000	 0.0000	 0.0000	 9.5077	-0.0130	13.8603	 0.0410	 0.0207	-0.0206
-0.7803	-3.5193	-4.5643	 0.3482	-0.1871	-0.1578	 1.6256	 0.0147	-0.3105	-0.0411	-0.0159	 0.0042	58.7533	 0.0000	97.6169	 0.0000	 0.0000	 0.0000	 9.4566	-0.0147	16.2094	 0.0411	 0.0159	-0.0042
-1.1098	-3.8826	-5.6150	 0.4845	-0.2409	-0.1401	 1.6286	 0.0133	-0.2940	-0.0359	-0.0155	-0.0019	59.0524	 0.0000	98.1149	 0.0000	 0.0000	 0.0000	 9.8396	-0.0133	17.2196	 0.0359	 0.0155	 0.0019
-0.1813	-4.4208	-6.6051	 0.4698	-0.0560	-0.1835	 1.6305	 0.0118	-0.2807	-0.0371	-0.0129	-0.0123	59.3528	 0.0000	98.6149	 0.0000	 0.0000	 0.0000	 9.0287	-0.0118	18.2898	 0.0371	 0.0129	 0.0123
-0.6745	-3.9648	-2.6342	 0.4024	-0.1229	-0.1476	 1.6499	 0.0220	-0.2642	-0.0070	-0.0133	-0.0028	59.6534	 0.0000	99.1153	 0.0000	 0.0000	 0.0000	 9.2036	-0.0220	14.0168	 0.0070	 0.0133	 0.0028
-1.6381	-3.2942	-1.8287	 0.3209	-0.3601	-0.1056	 1.6441	 0.0180	-0.2442	-0.0093	-0.0276	 0.0021	59.9545	 0.0000	99.6166	 0.0000	 0.0000	 0.0000	10.3717	-0.0180	13.1706	 0.0093	 0.0276	-0.0021
-1.3401	-3.3612	-3.5476	 0.3517	-0.3426	-0.1359	 1.6552	 0.0331	-0.2309	-0.0041	-0.0088	 0.0003	60.2565	 0.0000	100.1193	 0.0000	 0.0000	 0.0000	 9.9562	-0.0331	14.7797	 0.0041	 0.0088	-0.0003
-1.8609	-3.5539	-0.4399	 0.3627	-0.3697	-0.1447	 1.6597	 0.0231	-0.2274	 0.0097	-0.0118	-0.0000	60.5585	 0.0000	100.6220	 0.0000	 0.0000	 0.0000	10.6610	-0.0231	12.0613	-0.0097	 0.0118	 0.0000
-0.4860	-4.3577	-4.4385	 0.4736	-0.1442	-0.1673	 1.6550	 0.0235	-0.2153	 0.0183	-0.0029	-0.0215	60.8618	 0.0000	101.1270	 0.0000	 0.0000	 0.0000	 9.5553	-0.0235	16.2467	-0.0183	 0.0029	 0.0215
-0.4599	-3.5789	-3.4236	 0.4145	-0.1519	-0.1334	 1.6560	 0.0299	-0.1865	 0.0245	-0.0212	-0.0058	61.1651	 0.0000	101.6320	 0.0000	 0.0000	 0.0000	 9.4746	-0.0299	14.7777	-0.0245	 0.0212	 0.0058
-1.1021	-3.8752	 0.7685	 0.3890	-0.2201	-0.1434	 1.6614	 0.0225	-0.1748	 0.0337	-0.0084	-0.0103	61.4692	 0.0000	102.1382	 0.0000	 0.0000	 0.0000	10.1760	-0.0225	10.7071	-0.0337	 0.0084	 0.0103
-1.7167	-3.5024	-2.4203	 0.4267	-0.3955	-0.1372	 1.6594	 0.0188	-0.1647	 0.0453	-0.0205	-0.0011	61.7739	 0.0000	102.6455	 0.0000	 0.0000	 0.0000	11.0283	-0.0188	14.1194	-0.0453	 0.0205	 0.0011
-1.1277	-3.6726	-2.4964	 0.3791	-0.2082	-0.1438	 1.6601	 0.0188	-0.1587	 0.0462	-0.0142	-0.0234	62.0787	 0.0000	103.1529	 0.0000	 0.0000	 0.0000	10.6731	-0.0188	14.5121	-0.0462	 0.0142	 0.0234
-1.9277	-3.8618	-3.5357	 0.4180	-0.4192	-0.1275	 1.6761	 0.0332	-0.1391	 0.0641	-0.0158	 0.0053	62.3848	 0.0000	103.6625	 0.0000	 0.0000	 0.0000	11.1758	-0.0332	15.1735	-0.0641	 0.0158	-0.0053
-1.4630	-3.6165	-1.3741	 0.4337	-0.3110	-0.1619	 1.6809	 0.0222	-0.1169	 0.0421	-0.0141	 0.0124	62.6909	 0.0000	104.1721	 0.0000	 0.0000	 0.0000	10.6837	-0.0222	12.8361	-0.0421	 0.0141	-0.0124
-1.0782	-3.4227	-4.5693	 0.3734	-0.2338	-0.1434	 1.6907	 0.0328	-0.1077	 0.0586	-0.0139	-0.0017	62.9978	 0.0000	104.6831	 0.0000	 0.0000	 0.0000	10.2898	-0.0328	16.0855	-0.0586	 0.0139	 0.0017
-0.7358	-3.9360	-2.3543	 0.4209	-0.1869	-0.1418	 1.6798	 0.0222	-0.0955	 0.0210	-0.0060	-0.0055	63.3052	 0.0000	105.1949	 0.0000	 0.0000	 0.0000	10.3661	-0.0222	14.1947	-0.0210	 0.0060	 0.0055
-1.2120	-4.2524	-2.6061	 0.4926	-0.2058	-0.1666	 1.6852	 0.0200	-0.0797	 0.0501	-0.0118	 0.0069	63.6129	 0.0000	105.7071	 0.0000	 0.0000	 0.0000	10.8493	-0.0200	14.3955	-0.0501	 0.0118	-0.0069
-0.6883	-4.4494	-4.5914	 0.4388	-0.0923	-0.1873	 1.6964	 0.0218	-0.0651	 0.0313	-0.0056	-0.0032	63.9217	 0.0000	106.2211	 0.0000	 0.0000	 0.0000	10.2434	-0.0218	16.3088	-0.0313	 0.0056	 0.0032
-0.0692	-4.4755	-4.5048	 0.5019	-0.0283	-0.1833	 1.6999	 0.0115	-0.0465	 0.0255	-0.0125	 0.0192	64.2304	 0.0000	106.7352	 0.0000	 0.0000	 0.0000	 9.6554	-0.0115	16.1563	-0.0255	 0.0125	-0.0192
-1.3316	-3.2291	-1.3517	 0.3316	-0.2986	-0.1403	 1.7054	 0.0160	-0.0325	 0.0389	-0.0110	 0.0124	64.5402	 0.0000	107.2509	 0.0000	 0.0000	 0.0000	10.9501	-0.0160	12.9888	-0.0389	 0.0110	-0.0124
-1.2543	-3.5254	-3.5749	 0.3311	-0.3113	-0.1602	 1.7012	 0.0075	-0.0199	 0.0158	-0.0081	-0.0008	64.8502	 0.0000	107.7671	 0.0000	 0.0000	 0.0000	11.1573	-0.0075	15.4341	-0.0158	 0.0081	 0.0008
-0.6279	-3.3844	-3.8112	 0.3084	-0.1177	-0.1546	 1.7136	 0.0093	-0.0046	 0.0390	-0.0156	 0.0296	65.1607	 0.0000	108.2840	 0.0000	 0.0000	 0.0000	10.3830	-0.0093	15.5340	-0.0390	 0.0156	-0.0296
-0.9696	-3.9535	-3.3972	 0.4748	-0.1923	-0.1368	 1.7101	 0.0088	 0.0133	 0.0352	-0.0120	 0.0360	65.4721	 0.0000	108.8025	 0.0000	 0.0000	 0.0000	10.9023	-0.0088	15.1128	-0.0352	 0.0120	-0.0360
-0.8553	-3.9080	-3.4915	 0.4243	-0.1796	-0.1688	 1.7118	 0.0123	 0.0280	 0.0396	-0.0221	 0.0116	65.7835	 0.0000	109.3209	 0.0000	 0.0000	 0.0000	10.9231	-0.0123	15.2189	-0.0396	 0.0221	-0.0116
-0.3932	-3.9896	-3.7211	 0.4502	-0.0696	-0.1590	 1.7118	 0.0079	 0.0396	 0.0344	-0.0089	 0.0066	66.0960	 0.0000	109.8412	 0.0000	 0.0000	 0.0000	10.6446	-0.0079	15.6312	-0.0344	 0.0089	-0.0066
-0.5598	-3.5727	-3.5389	 0.3579	-0.1399	-0.1740	 1.7146	 0.0134	 0.0455	 0.0159	-0.0123	 0.0145	66.4087	 0.0000	110.3618	 0.0000	 0.0000	 0.0000	10.9934	-0.0134	15.7243	-0.0159	 0.0123	-0.0145
-0.3243	-4.3728	-5.5922	 0.4723	-0.1096	-0.1914	 1.7242	 0.0166	 0.0681	 0.0278	-0.0250	 0.0384	66.7219	 0.0000	110.8833	 0.0000	 0.0000	 0.0000	10.6006	-0.0166	17.4360	-0.0278	 0.0250	-0.0384
-0.6633	-4.2465	-3.4460	 0.4176	-0.1917	-0.1900	 1.7260	 0.0160	 0.0870	 0.0006	-0.0237	 0.0299	67.0359	 0.0000	111.4061	 0.0000	 0.0000	 0.0000	11.0213	-0.0160	15.2028	-0.0006	 0.0237	-0.0299
-0.6054	-3.7600	-5.5055	 0.3769	-0.0893	-0.1724	 1.7288	 0.0146	 0.0986	-0.0135	-0.0143	 0.0209	67.3499	 0.0000	111.9288	 0.0000	 0.0000	 0.0000	11.0962	-0.0146	17.4034	 0.0135	 0.0143	-0.0209
-0.8949	-3.4255	 0.7646	 0.4004	-0.2295	-0.1382	 1.7335	 0.0183	 0.1087	 0.0057	-0.0179	 0.0206	67.6651	 0.0000	112.4537	 0.0000	 0.0000	 0.0000	11.4839	-0.0183	11.2542	-0.0057	 0.0179	-0.0206
-0.8050	-4.1244	-3.2039	 0.4894	-0.1733	-0.1679	 1.7331	 0.0233	 0.1284	-0.0011	-0.0135	 0.0080	67.9803	 0.0000	112.9786	 0.0000	 0.0000	 0.0000	11.4997	-0.0233	15.0999	 0.0011	 0.0135	-0.0080
-1.2309	-2.8417	-1.2830	 0.2638	-0.2681	-0.1546	 1.7414	 0.0271	 0.1460	-0.0141	-0.0106	 0.0085	68.2962	 0.0000	113.5046	 0.0000	 0.0000	 0.0000	11.8677	-0.0271	13.0330	 0.0141	 0.0106	-0.0085
-0.6168	-3.1338	-2.2632	 0.3219	-0.1797	-0.1694	 1.7421	 0.0247	 0.1588	-0.0282	-0.0173	 0.0003	68.6128	 0.0000	114.0316	 0.0000	 0.0000	 0.0000	11.4374	-0.0247	14.1383	 0.0282	 0.0173	-0.0003
-0.8049	-3.6573	-4.2999	 0.3260	-0.1913	-0.1497	 1.7529	 0.0381	 0.1720	-0.0340	-0.0204	 0.0113	68.9294	 0.0000	114.5587	 0.0000	 0.0000	 0.0000	11.5447	-0.0381	16.0865	 0.0340	 0.0204	-0.0113
-1.4151	-4.2416	 0.5475	 0.5244	-0.3317	-0.1428	 1.7500	 0.0280	 0.1888	-0.0074	-0.0135	 0.0143	69.2472	 0.0000	115.0878	 0.0000	 0.0000	 0.0000	12.3451	-0.0280	11.3022	 0.0074	 0.0135	-0.0143
-0.9087	-3.8404	-4.6014	 0.4001	-0.2353	-0.1357	 1.7596	 0.0218	 0.2030	-0.0324	-0.0134	 0.0103	69.5649	 0.0000	115.6169	 0.0000	 0.0000	 0.0000	11.8188	-0.0218	16.4593	 0.0324	 0.0134	-0.0103
-0.2485	-4.3784	-6.6890	 0.3738	-0.0886	-0.1574	 1.7586	 0.0193	 0.2081	-0.0454	-0.0091	 0.0101	69.8835	 0.0000	116.1474	 0.0000	 0.0000	 0.0000	11.4460	-0.0193	18.9419	 0.0454	 0.0091	-0.0101
-1.0786	-3.1688	-3.6448	 0.3221	-0.2447	-0.1347	 1.7680	 0.0262	 0.2303	-0.0053	-0.0157	 0.0129	70.2025	 0.0000	116.6785	 0.0000	 0.0000	 0.0000	12.1346	-0.0262	15.5546	 0.0053	 0.0157	-0.0129
-1.1608	-3.3364	-2.3190	 0.3191	-0.1882	-0.1790	 1.7704	 0.0336	 0.2454	-0.0307	-0.0215	 0.0078	70.5217	 0.0000	117.2101	 0.0000	 0.0000	 0.0000	12.3264	-0.0336	14.2113	 0.0307	 0.0215	-0.0078
-0.3980	-3.4287	-2.4780	 0.3361	-0.1539	-0.1471	 1.7781	 0.0290	 0.2592	-0.0242	-0.0209	 0.0016	70.8420	 0.0000	117.7433	 0.0000	 0.0000	 0.0000	11.5815	-0.0290	14.3959	 0.0242	 0.0209	-0.0016
-0.7879	-3.7045	-2.6117	 0.3730	-0.2187	-0.1586	 1.7845	 0.0233	 0.2833	-0.0331	-0.0226	 0.0067	71.1622	 0.0000	118.2765	 0.0000	 0.0000	 0.0000	11.9015	-0.0233	14.2414	 0.0331	 0.0226	-0.0067
-0.5871	-3.6566	-5.7615	 0.3684	-0.0886	-0.1641	 1.7861	 0.0271	 0.2840	-0.0498	-0.0129	 0.0032	71.4834	 0.0000	118.8113	 0.0000	 0.0000	 0.0000	11.9719	-0.0271	17.8783	 0.0498	 0.0129	-0.0032
-0.8657	-2.8031	-3.7713	 0.2940	-0.2280	-0.1516	 1.7914	 0.0253	 0.3037	-0.0305	-0.0214	 0.0073	71.8048	 0.0000	119.3465	 0.0000	 0.0000	 0.0000	12.2461	-0.0253	15.7202	 0.0305	 0.0214	-0.0073
-0.7474	-3.7260	-2.3849	 0.3840	-0.1474	-0.1456	 1.7990	 0.0182	 0.3201	-0.0099	-0.0231	 0.0073	72.1266	 0.0000	119.8824	 0.0000	 0.0000	 0.0000	12.1173	-0.0182	14.2830	 0.0099	 0.0231	-0.0073
-0.9651	-4.2164	-3.4658	 0.4980	-0.1935	-0.1461	 1.8054	 0.0228	 0.3288	-0.0417	-0.0018	-0.0189	72.4493	 0.0000	120.4196	 0.0000	 0.0000	 0.0000	12.4322	-0.0228	15.5512	 0.0417	 0.0018	 0.0189
-0.9815	-3.4476	-1.5784	 0.3484	-0.1957	-0.1634	 1.8112	 0.0233	 0.3426	-0.0290	-0.0168	 0.0047	72.7719	 0.0000	120.9569	 0.0000	 0.0000	 0.0000	12.4858	-0.0233	13.6664	 0.0290	 0.0168	-0.0047
-0.5392	-3.7426	-4.6533	 0.4540	-0.1757	-0.1290	 1.8331	 0.0056	 0.3629	-0.0440	-0.0085	-0.0060	73.0956	 0.0000	121.4959	 0.0000	 0.0000	 0.0000	11.7109	-0.0056	16.4836	 0.0440	 0.0085	 0.0060
-0.8816	-3.2021	-3.3469	 0.3302	-0.1576	-0.1510	 1.8299	 0.0108	 0.3811	-0.0194	-0.0136	 0.0098	73.4195	 0.0000	122.0351	 0.0000	 0.0000	 0.0000	12.2246	-0.0108	15.1148	 0.0194	 0.0136	-0.0098
-0.0088	-4.2760	-4.6195	 0.4202	-0.0470	-0.1859	 1.8343	 0.0122	 0.3981	-0.0070	-0.0192	 0.0219	73.7438	 0.0000	122.5752	 0.0000	 0.0000	 0.0000	11.3880	-0.0122	16.3043	 0.0070	 0.0192	-0.0219
-0.3923	-3.7596	-1.3187	 0.3465	-0.1241	-0.1482	 1.8428	 0.0157	 0.4110	-0.0201	-0.0092	 0.0133	74.0688	 0.0000	123.1164	 0.0000	 0.0000	 0.0000	11.7723	-0.0157	13.0263	 0.0201	 0.0092	-0.0133
-0.7060	-3.1321	-2.3679	 0.3429	-0.2590	-0.1433	 1.8529	 0.0025	 0.4255	 0.0028	-0.0126	 0.0135	74.3939	 0.0000	123.6577	 0.0000	 0.0000	 0.0000	12.0531	-0.0025	14.0878	-0.0028	 0.0126	-0.0135
-1.3404	-4.0225	-3.4153	 0.4018	-0.2301	-0.1761	 1.8621	 0.0076	 0.4306	-0.0211	-0.0116	 0.0014	74.7200	 0.0000	124.2008	 0.0000	 0.0000	 0.0000	12.7698	-0.0076	15.3985	 0.0211	 0.0116	-0.0014
